GROUP,1_RA_FMT,2_RA_FMT,3_RA_FMT,4_RA_FMT,5_RA_FMT,1_IH_FMT,2_IH_FMT,3_IH_FMT,4_IH_FMT,5_IH_FMT,1_RA_FMT_PRO,2_RA_FMT_PRO,3_RA_FMT_PRO,4_RA_FMT_PRO,5_RA_FMT_PRO,1_IH_FMT_PRO,2_IH_FMT_PRO,3_IH_FMT_PRO,4_IH_FMT_PRO,5_IH_FMT_PRO
beb1407c19f7fa27ce3bbc0aa7f36157,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
009c3f40a7b69da73b2195aee4927c4d,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
bbf3ce39dd56c5a9fa809fb9e7d6cb88,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
8caf472059fa5401a8af172728f6de8b,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
b1aa6bb082a22a15dcd686dfc598c3be,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
d211d10c6ad22d0361692c7c24226281,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ba930354e370ac9ef9b634d827dab9a1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
1ab95ab7e30d5fc753a3ab9f66c91148,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
715a5706f5ea5356f6c4772dc98d6430,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0
57e4356d96a31e29f7369288db21f4c7,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
f767b4de60aac08f9035850a29266382,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
326f30bdd96ab32a022097c75fec5c34,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
b8302628b7a01de83e1d23be67363175,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
55e62a37d75f2f867ef4733f85b82a45,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
364e9bbdd7886d573f5eec692f6c0a10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
4ff1b3f90291ab3a259701c48dd978a7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
04f11566c760a465cbfa03687a11b21b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
47bde599108028fb69cb4f63b9a36e09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
59f83bbbdd67ad5ab41345080148f964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
b8786a6fb246c97c9d0f1d2e6d39eeb8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
1ecf3d52504fda7ae4343a9c0dfef03d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
7d518e827d9d6a525a3c1d4b64bdc73c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
8a47d1c31ecaf4f32812c430bbb43980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
aafca6ef90ab0198d08bca8e348baeea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
759d64c401d04748e9d8274f011f7cf2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
0cc2771f8478f7fd3f6c89a4377c61e2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
b5b78fff955ed99767c27a074fd0a97f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
0e60f2f1b1c0d484c4834dbc94683dd1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
134b103786214ab236017c722604e97c,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cc8e1142005e4d17c538cc17cf7a8b14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f373c191ede3b319dbd0c6b6835eb1d3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5c1b320beb3261cbe42842ea19c17239,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7a02d3978042786d4e94bb93c9e842e3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18a8024b059185c61972fbaec34fa1d7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5ae6952ff3c5f08ceaa60d433401f91a,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ebe19f082ac4a7bc73d89b3558dbb9e,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6f3bacbb6e48eecccc18a35cd2e73f00,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b12e4aab4d4ca5f14d932ff0e2b7b2c4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7609d53f98da788299f3e0b1c8c61a86,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
b2e742566ec938c305155caa066cf8de,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
350b4c79fbe7c87fbd4dbddd96ce05c9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
d2c612c9b2211be2cf7c9b2e7591f62e,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
39d15ede5c0ac99ade5f111dd89b366a,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
92bb4562e8b6132f0872d6a66798f905,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5719168e674100f1b99bc8b954282ecc,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
610f6e522cae0a805ae526f0519bde78,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
2a3e26497b984c11c855bf5f0ce10f8b,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
573662410a650dc72d2ec155e81f20bd,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
37339d25694988835b3cfaa910b3a154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
38b4e6c51796b6f6dd8ad18e19642abf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
885ddf47a748edd84be89d4f58ff0c36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
b114993c253e370898cc22e6a11a6754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
2fff635de89f548eaaddaeddee9feedb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
a5b2ab0abb09dbba3dbfe11a68674d93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
891fb4d9038460a249b9e701e7ddf637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
07292a3dc55928591cb440e958a00a89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
517dfb9a4bf498a4679b4216ebcc1bd6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
7728d18e1c4e5794b4ea8635e3ae43d1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
38ba6f13fae940819e9a4e355904933f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
a4a73585197b5a93ba15910a11fe39f3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
5d4a684e3d4aade7b2a78345756c5634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
34fbcb0d20f07a7c509266e7248bf93c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1ccd5083d460fdb8312fc35fd0909621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1a8fd4a835943be52d2871c315d04b60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
dce2184c0f86603afc1ae55fdc0a85ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
588b8e473f21a19d5ff6123ebc6e13d0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31dfbeaca1ae001fea53761c9fac1c6c,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9b2e9ec78a1d741a95659f9159a04358,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9784f4303b83fdf95f5b4b1ea1c59bd5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
885af48524af5ccac2ffcff5abf6c1f9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d85f32b3056557eaebeffb5f3b07eceb,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56f8b77d6ad596a5e12f0c84a921d652,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b45bdd6b105779963c6590f07b8a79b5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
66d1e0f198c7c53e14692c792123e315,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0af44c99a644821c76149ce8f8e9a4b8,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ca3f6e0243af53fbb21ecab3dec0945f,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f087add18d35068b364b19f3157d6f63,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865d2c6fb9e5a6f8f54b1a5a104a8451,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eadd351792e97f6ebde568747c0f1bae,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a5e441397cdca65bc4e9d7378c95e361,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
755f06a9a86d0fa04d262468e2aa757a,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37fbaa555f9003dacd4a695cd2142043,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
7c1bc45e9d5d5bab65767f612ea5eec3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
91102b67a81338d74d547ca21c483367,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
75cca69191876a224ce3f83151dc3997,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
e69c3ad05989fa14064ebb8336a6ba83,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
7883ef495f85e35af6190c9059f9cfd8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
e8f55ccf61eb7c0a3f3be81172d29947,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
a9973ca59e47373fd5b3b1cfdf2611a6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
8fcd7aa05d1c9dd36d0620aaa3948654,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
63c98d24ca1e5aca29cf77c680e3ad0c,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
516abe8aca671b9504206b90372ebe45,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1657abf2148f5da6fd78f26b8abea9b3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
6b0f3d1a292abcaf0fe0e3719810959f,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
3a06d6bef28e29af795d2900c5c84a86,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
0d2a214080247fe88bc336a7666c8318,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
8db7c2b5147f335fe6a7c22caba3d730,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
680095fef7a4164142dcc95a7e0c88a7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
268cafe69e8cf9a227820d95c3ca1247,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2170bd315dd71694d40e9ff70ab31bdc,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
dca7582e9c1ffb39a3646ff46c0aed8f,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
c5051f4e9d50000bfabfd33e04869618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
c60e02dc6b5e3b445f3e19a6525eba24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
12c9b7d25a1bdb613353d90590fdefa1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
d0fcfd4385d0f69f6309b50b8a019443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
070b206249163b8057786050f0e0063f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
81436a28ec81b76ef9ac8ce87a2e810a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
37ef6c23840d9a0aeff7098252d7df2d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
2ea00ef7af3ee2a3873c1dac51a6fb5c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
97c6b6ca5f341bb10f88c5b39e59678c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
840320d7f6d7e9149a050f538af0f1f2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
aa459c30140c232ff60f862bec54d94b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
e1033e358b2a22bba66dec059f57fdbf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
90fb43ceecf7a8b6f96490dea0276035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
36925925c1d6f54a80bc65999313ca91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
79ae5c1532c137ed15646c2c61829607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
30322fae560462f1fbd52600eceb661a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
bd54a8e6a429dce33315cf83407c6051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
872837bd58c9212831cf517b27b2f0f3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
99f064532a53940f1046fe318023a51f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0d7d58f9bc7d47244fb698213c352a7e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
dffb225943b7a20b534f67411983b72b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
768db4dd6bab9cb1819defd53f729226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
ba14807834ebf9b9becc494a886a4dc4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
c2a249200cb855f8b28fee1c6af589cf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
84b9b4468a116a93516c2f01593afbc1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
04b8c06b64011023b31ad90b32909113,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7dc8583f82cc655f0dd6561b29dbe588,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fd976cd3e5c8e97a1e7731e405221957,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1b9ad23ebef28c893031fad96c34e586,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478abd66e0a00f96c2e127925a004926,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bbf72d44e2837b49dd043fb426749fcd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
132c992be2043fac4d603cd9f68cda35,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0e0fa4897be1ca8dccc3c98d12aa5c35,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8c7f1e97fb8cc46f95d4dc00e09b48f5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61f9d8252ddab38bc27446c28719f533,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a7112daa688b508108652ef288af11ae,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862225122b2e6287237642361ed79e23,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bafe98b36a977c8d7da2dcc132e5ce38,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cfb6d4bf474238fa56307228afe87405,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64f37fa2e0092d0a85b0f1f9975f074c,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e22fbe551980951cce87ae6907c4e339,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a724c8f01abadc1581d8aa3227b27de1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c84a4e9130c07f811491def27815e592,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68b640a9c00ecbbb33a87f000b1693ac,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f8687d8cdc20e0ffb05c403dfbf538b6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33d52720f74417bee109f5778e43e28f,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22de32376ac63343342f09197d24496f,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
ac1bfa016c33eefef6e080d90ea6886b,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2e4b72840c2cf95e1576d85706537e05,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
887aa4c169578309acaa5945d145b494,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
a5dda891c62e8dfa219f9d32b10e91fc,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
eec05c7da3a246de7872c4b20d5bf4a9,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
16ca43966108d3c53d07a1afe7022d8c,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
b0fb3d35e3270fa60f86074c9e1730e3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
c1d54d2d4c83ed1069faacf749355c90,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
47dbe63d7a57d2a47d9b692ea9baca0c,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
dfb14da9e8c293de9b8131db3f8312f2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
b28b912a7a88151009f3eb349ca07140,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
e669f9961082198e6422dcc3f6a99a41,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4c319ac6c213906a2f06d1e681c2d387,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ccfa4ba39835de8c9ee6565d20a3f487,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
7a8bcb44fab59028dc7c960a9f5a54d4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
3906ed77b035fa87ba733f2a461c89b7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
d3afd2a72e2802c2cedb6df13114f976,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
f75e6f4922ffd711f0a40a5532953f7d,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
c781c584bd4b624e66441c23074c10c0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
383effd264b8c9db0f78e2067355d32e,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
e06709820b558e0551d27d5f5cb7252d,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
971a8a553beb5285c7adf00a3843e884,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
d7358b3df1bbe9dbb3461fb86fe74972,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
8b1fff7e022c336d12606b10eecdd0c7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
78448445022d057400fd06b6eb3e001d,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
7bd9e987c7e7e39adc6fad8713aa2c6e,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0010fef37c5f0c0ebfa3997aa2688f77,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
af2cf84b9ffc9edb03f62a28b0facd8d,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
b3942462f32bdc4c9276cbcce2ca0495,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
12870c93ed0bed5061a6cda2d8f155c4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
65056176946beea533f481d9ae31b237,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
5c57e24b20df4d9e708d804d46b9cd5c,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
e4d84568d1b9a7aafdeb2f62506a8caf,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
f5555802df5d6fa3969e6815b33ae27a,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
bbc6a214626b3f3c4b8b1d953beeff7c,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2d1b57e6565fa4c5b914249d157453c3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
4278831be598d52c0a857b14347aee52,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
208a9c153aaf8525d0e7083e6ef2864a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
5df6a393a8845dfe069147b8f4e36529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
0a70b878459239a14730808bffcfee0b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
625c3ac794f1397d95af1ffe1fab7273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
0aff4108a0cfbc7e155227abe887a3b8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
6830752f3beda0621736c90d2336c4ec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
c43a205b6adb7e767365c46a96605f1d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
178b4d88e8729eed62c5a03e251a4f16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
77d319fb85baa2d11d29142888279abf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
d46e2205f0c6ecf67b51f83d111c509c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5eaeab6fa2a8efe96eac7a0712c65080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
c85a07b4cfdc08377679066f69a313b5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
15a87c37284aa1784d552d621beeab0d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
cc37940648d6d6be78967ab01e7cde88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
987a93e2d23edbea0b4cec8435978d1f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
c1e601b8337eba958f75e35bfc51b3bf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
a26d1e5b20314224f6f4455e94967566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
f5c4857a15f3fa2937b509eaf7f97c69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
687cf2bc61d28fc6a6d7be61b4e691de,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
babf88f1c533414aa155484c10c52662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
c84784d4fc82126af7540403d840232f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
bc4f5406c36417e555bf610c412bdf6f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0d930e66bb60419106660203d2bfa0c0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
609c47bf94cea451ee90b7b013ac0d41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a561bc58b028e3f1c101b5870752604d,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1e6fae18031492b313780d3535171dea,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5730ad7358e9ca71c3b43a0da7e4b402,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d1e782ba84d6004267ed389d393f09af,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dd0a80172ef5bcadc1189350b1aee45d,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3f7b7e6cae0dd126434b337fb7782375,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e9909700139cddd655f195fbe8176dde,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03872de4eec517c0f7fece8abab1ff76,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eb063cbf05a58235d36a6a39cdf90105,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1197b1db48c266cc466519a903b1467e,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321f5e593c227a836a98b9a5f1c8c86f,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44bd42b2c73852ba1766fe98445fe13f,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c4d127a9dc389fe1c3da5b00180a47be,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
