# Constructed from biom file
#OTU ID	AK005	AK006	AK007	AK008	AK009	AK010	AK011	AK012	AK013	AK014	AK015	AK016	AK017	AK018	AK019	AK020	AK021	AK022	AK023	AK024	MB001	MB002	MB003	MB004	MB005	MB006	MB007	MB008	MB009	MB010	MB011	MB012	MB013	MB014	MB015	MB016	Taxon
836cd5ea357ad392c00a7e48d921be1d	0.0	25.0	0.0	0.0	7.0	17.0	20.0	0.0	0.0	0.0	13.0	16.0	19.0	27.0	0.0	19.0	0.0	20.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	10806.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides
64887d477599cd3dfb5734b05544d746	578.0	156.0	390.0	13.0	642.0	933.0	70.0	461.0	228.0	281.0	372.0	193.0	787.0	1034.0	352.0	754.0	1024.0	237.0	245.0	427.0	49.0	142.0	0.0	0.0	63.0	309.0	469.0	0.0	455.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__[Eubacterium]_xylanophilum_group; s__uncultured_bacterium
b8455681fc92d051fdd023aa62417fb3	46.0	52.0	0.0	0.0	0.0	0.0	11.0	0.0	133.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	386.0	40.0	0.0	517.0	74.0	0.0	0.0	403.0	206.0	155.0	83.0	1963.0	419.0	2672.0	547.0	2816.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_UCG-001; s__uncultured_bacterium
04f5947e3f8d4cc43b9a50a6ac7749ab	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	195.0	57.0	124.0	631.0	0.0	0.0	165.0	31.0	0.0	57.0	30.0	1747.0	1701.0	2003.0	1952.0	1607.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae; s__uncultured_bacterium
69a11f927915e2a3ba1f7b9c84486527	175.0	366.0	191.0	32.0	385.0	119.0	245.0	20.0	92.0	33.0	483.0	1103.0	1171.0	1018.0	842.0	166.0	72.0	160.0	134.0	152.0	71.0	379.0	87.0	363.0	0.0	20.0	335.0	139.0	155.0	182.0	46.0	446.0	82.0	211.0	159.0	389.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Sutterellaceae; g__Parasutterella; s__uncultured_organism
6397b20a49248172fe4f03c91a114738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	329.0	105.0	410.0	496.0	474.0	949.0	0.0	481.0	519.0	1035.0	1590.0	777.0	684.0	734.0	696.0	649.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae; s__uncultured_organism
fb4f0a79b97d6f24e3040e8145b0a6e7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	180.0	61.0	122.0	590.0	0.0	0.0	0.0	0.0	0.0	212.0	86.0	1661.0	1834.0	1855.0	1859.0	1370.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae; s__uncultured_bacterium
95d6a2a0e7a344010b5fd670677848e1	88.0	77.0	64.0	67.0	276.0	85.0	67.0	50.0	27.0	86.0	137.0	522.0	136.0	122.0	147.0	628.0	405.0	798.0	880.0	284.0	238.0	625.0	180.0	338.0	0.0	6.0	0.0	427.0	235.0	194.0	507.0	521.0	374.0	229.0	413.0	469.0	d__Bacteria; p__Actinobacteriota; c__Coriobacteriia; o__Coriobacteriales; f__Atopobiaceae; g__Coriobacteriaceae_UCG-002; s__uncultured_bacterium
5292f29cab69c370997bcb039ef68d64	171.0	198.0	148.0	139.0	239.0	100.0	172.0	25.0	16.0	12.0	156.0	192.0	467.0	288.0	142.0	334.0	519.0	91.0	99.0	261.0	162.0	604.0	220.0	218.0	594.0	1093.0	0.0	495.0	242.0	510.0	480.0	163.0	218.0	306.0	293.0	67.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides
1a4f37c8b2709931be97a5c0898ca514	262.0	437.0	451.0	0.0	464.0	788.0	704.0	837.0	867.0	1344.0	379.0	174.0	386.0	529.0	292.0	31.0	35.0	76.0	43.0	94.0	0.0	269.0	0.0	0.0	47.0	73.0	0.0	132.0	168.0	0.0	196.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia_UCG-014; f__Clostridia_UCG-014; g__Clostridia_UCG-014; s__unidentified
